#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec deg    hPa  degC  degC  degC  nmi    ft
2024 05 02 00 20 313 15.6 19.9 99.00 99.00 99.00 999 1014.7  11.2 999.0   8.3 99.0 99.00 
2024 05 02 00 30 312 15.7 20.4 99.00 99.00 99.00 999 1014.8  11.2 999.0   8.3 99.0 99.00 
2024 05 02 00 40 312 15.3 20.7  3.03  7.69  6.01 330 1014.8  11.2 999.0   8.3 99.0 99.00 
2024 05 02 00 50 313 15.7 20.5 99.00 99.00 99.00 999 1014.8  11.2 999.0   8.3 99.0 99.00 
2024 05 02 01 00 312 15.2 20.9 99.00 99.00 99.00 999 1014.9  11.2 999.0   8.3 99.0 99.00 
2024 05 02 01 10 313 15.5 19.3  3.06  7.69  6.06 323 1014.8  11.2 999.0   8.2 99.0 99.00 
2024 05 02 01 20 313 15.5 19.3 99.00 99.00 99.00 999 1014.7  11.3 999.0   8.3 99.0 99.00 
2024 05 02 01 30 312 15.6 19.9 99.00 99.00 99.00 999 1014.7  11.2 999.0   8.4 99.0 99.00 
2024 05 02 01 40 312 15.6 19.5  3.07  8.33  5.99 315 1014.7  11.2 999.0   8.6 99.0 99.00 
2024 05 02 01 50 311 15.3 18.9 99.00 99.00 99.00 999 1014.7  11.1 999.0   8.5 99.0 99.00 
2024 05 02 02 00 312 15.0 18.8 99.00 99.00 99.00 999 1014.7  11.1 999.0   8.5 99.0 99.00 
2024 05 02 02 10 312 14.5 17.5  3.12  7.69  6.18 322 1014.9  11.1 999.0   8.3 99.0 99.00 
2024 05 02 02 20 314 14.3 17.5 99.00 99.00 99.00 999 1014.8  11.1 999.0   8.2 99.0 99.00 
2024 05 02 02 30 312 15.1 18.4 99.00 99.00 99.00 999 1014.7  11.2 999.0   8.1 99.0 99.00 
2024 05 02 02 40 311 15.6 19.5  3.11  8.33  6.10 320 1014.7  11.2 999.0   8.1 99.0 99.00 
2024 05 02 02 50 312 15.3 19.4 99.00 99.00 99.00 999 1015.0  11.2 999.0   8.2 99.0 99.00 
2024 05 02 03 00 315 14.7 18.5 99.00 99.00 99.00 999 1015.1  11.1 999.0   8.1 99.0 99.00 
2024 05 02 03 10 314 14.7 18.8  3.20  7.69  6.00 331 1015.1  11.1 999.0   8.2 99.0 99.00 
2024 05 02 03 20 312 15.0 18.5 99.00 99.00 99.00 999 1015.2  11.1 999.0   8.2 99.0 99.00 
2024 05 02 03 30 313 15.0 18.7 99.00 99.00 99.00 999 1015.2  11.1 999.0   8.2 99.0 99.00 
2024 05 02 03 40 314 14.8 18.8  3.10  6.25  6.05 317 1015.3  11.1 999.0   8.3 99.0 99.00 
2024 05 02 03 50 315 14.7 18.3 99.00 99.00 99.00 999 1015.6  11.1 999.0   8.3 99.0 99.00 
2024 05 02 04 00 319 13.7 16.9 99.00 99.00 99.00 999 1015.9  11.2 999.0   8.5 99.0 99.00 
2024 05 02 04 10 320 13.1 16.5  3.04  8.33  6.13 327 1016.0  11.1 999.0   8.5 99.0 99.00 
2024 05 02 04 20 319 13.8 17.3 99.00 99.00 99.00 999 1015.7  11.0 999.0   8.6 99.0 99.00 
2024 05 02 04 30 315 14.8 18.6 99.00 99.00 99.00 999 1015.7  11.0 999.0   8.8 99.0 99.00 
2024 05 02 04 40 317 14.0 17.2  3.11  8.33  6.18 330 1015.9  11.0 999.0   8.8 99.0 99.00 
2024 05 02 04 50 319 13.8 17.4 99.00 99.00 99.00 999 1015.9  11.0 999.0   8.8 99.0 99.00 
2024 05 02 05 00 318 14.0 17.9 99.00 99.00 99.00 999 1015.8  11.0 999.0   8.8 99.0 99.00 
2024 05 02 05 10 318 14.1 17.8  3.11  8.33  6.01 327 1016.0  10.9 999.0   8.8 99.0 99.00 
2024 05 02 05 20 319 14.3 18.1 99.00 99.00 99.00 999 1016.2  10.9 999.0   8.8 99.0 99.00 
2024 05 02 05 30 318 14.3 18.0 99.00 99.00 99.00 999 1016.0  10.8 999.0   8.8 99.0 99.00 
2024 05 02 05 40 317 14.8 18.4  3.22  8.33  6.11 321 1016.0  10.8 999.0   8.7 99.0 99.00 
2024 05 02 05 50 316 14.4 18.3 99.00 99.00 99.00 999 1016.2  10.8 999.0   8.8 99.0 99.00 
2024 05 02 06 00 317 14.3 17.7 99.00 99.00 99.00 999 1016.3  10.7 999.0   8.6 99.0 99.00 
2024 05 02 06 10 316 14.4 18.6  2.94  8.33  6.15 318 1016.3  10.7 999.0   8.6 99.0 99.00 
2024 05 02 06 20 317 13.9 17.8 99.00 99.00 99.00 999 1016.3  10.7 999.0   8.5 99.0 99.00 
2024 05 02 06 30 317 13.9 17.6 99.00 99.00 99.00 999 1016.3  10.7 999.0   8.4 99.0 99.00 
2024 05 02 06 40 317 13.5 16.9  2.96  8.33  5.98 319 1016.2  10.7 999.0   8.4 99.0 99.00 
2024 05 02 06 50 316 13.6 17.4 99.00 99.00 99.00 999 1016.0  10.8 999.0   8.4 99.0 99.00 
2024 05 02 07 00 315 14.5 17.6 99.00 99.00 99.00 999 1015.9  10.8 999.0   8.2 99.0 99.00 
2024 05 02 07 10 316 14.0 16.8  2.93  7.14  6.00 321 1015.9  10.8 999.0   8.3 99.0 99.00 
2024 05 02 07 20 315 14.2 18.1 99.00 99.00 99.00 999 1015.8  10.8 999.0   8.2 99.0 99.00 
2024 05 02 07 30 315 14.4 17.8 99.00 99.00 99.00 999 1015.7  10.9 999.0   8.4 99.0 99.00 
2024 05 02 07 40 316 14.3 18.8  2.88  7.69  5.94 322 1015.6  10.9 999.0   8.4 99.0 99.00 
2024 05 02 07 50 316 15.1 18.7 99.00 99.00 99.00 999 1015.6  10.8 999.0   8.3 99.0 99.00 
2024 05 02 08 00 317 14.6 19.9 99.00 99.00 99.00 999 1015.6  10.8 999.0   8.4 99.0 99.00 
2024 05 02 08 10 317 14.8 19.1  3.05  7.69  6.11 324 1015.7  10.7 999.0   8.5 99.0 99.00 
2024 05 02 08 20 316 14.8 18.4 99.00 99.00 99.00 999 1016.0  10.7 999.0   8.6 99.0 99.00 
2024 05 02 08 30 318 14.0 17.1 99.00 99.00 99.00 999 1016.3  10.6 999.0   8.6 99.0 99.00 
2024 05 02 08 40 318 14.2 17.9  3.01  7.69  6.11 321 1016.4  10.6 999.0   8.8 99.0 99.00 
2024 05 02 08 50 320 13.4 16.8 99.00 99.00 99.00 999 1016.5  10.5 999.0   8.9 99.0 99.00 
2024 05 02 09 00 322 12.4 15.8 99.00 99.00 99.00 999 1016.5  10.5 999.0   8.9 99.0 99.00 
2024 05 02 09 10 322 12.8 16.9  2.92  8.33  6.05 311 1016.1  10.6 999.0   9.0 99.0 99.00 
2024 05 02 09 20 318 14.6 18.5 99.00 99.00 99.00 999 1016.1  10.6 999.0   9.2 99.0 99.00 
2024 05 02 09 30 318 13.6 16.8 99.00 99.00 99.00 999 1016.3  10.5 999.0   9.2 99.0 99.00 
2024 05 02 09 40 320 13.2 16.3  3.07  7.14  6.03 316 1016.4  10.5 999.0   9.2 99.0 99.00 
2024 05 02 09 50 318 12.7 15.7 99.00 99.00 99.00 999 1016.1  10.5 999.0   9.2 99.0 99.00 
2024 05 02 10 00 320 13.1 16.4 99.00 99.00 99.00 999 1015.9  10.4 999.0   9.2 99.0 99.00 
2024 05 02 10 10 320 14.1 17.4  3.15  7.69  6.09 319 1015.9  10.5 999.0   9.2 99.0 99.00 
2024 05 02 10 20 319 13.9 17.7 99.00 99.00 99.00 999 1016.0  10.4 999.0   9.2 99.0 99.00 
2024 05 02 10 30 317 14.1 18.3 99.00 99.00 99.00 999 1016.2  10.4 999.0   9.3 99.0 99.00 
2024 05 02 10 40 316 13.6 17.0  3.35  7.14  6.27 323 1016.3  10.4 999.0   9.3 99.0 99.00 
2024 05 02 10 50 317 13.1 16.8 99.00 99.00 99.00 999 1016.5  10.4 999.0   9.3 99.0 99.00 
2024 05 02 11 00 318 12.2 15.1 99.00 99.00 99.00 999 1016.6  10.4 999.0   9.3 99.0 99.00 
