#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 08 20 40 310  2.0  3.0    MM    MM    MM  MM 1010.8  13.5    MM  13.1   MM   MM    MM
2024 07 08 20 30 320  2.0  3.0    MM    MM    MM  MM 1010.8  13.4    MM  13.0   MM   MM    MM
2024 07 08 20 20 320  2.0  3.0   1.1    12   6.3 209 1010.8  13.3    MM  12.9   MM   MM    MM
2024 07 08 20 10 340  2.0  3.0   1.1    MM   6.3 209 1010.9  13.4    MM  13.0   MM   MM    MM
2024 07 08 20 00 330  3.0  4.0    MM    MM    MM  MM 1011.0  13.4    MM  13.0   MM +0.0    MM
2024 07 08 19 50 340  3.0  4.0   1.1    14   6.0 183 1011.0  13.3    MM  12.9   MM   MM    MM
2024 07 08 19 40 350  3.0  4.0   1.1    MM   6.0 183 1011.1  13.2    MM  12.8   MM   MM    MM
2024 07 08 19 30 350  3.0  3.0    MM    MM    MM  MM 1011.0  13.1    MM  12.9   MM   MM    MM
2024 07 08 19 20 350  3.0  3.0   1.1    14   6.0 186 1011.1  12.9    MM  12.7   MM   MM    MM
2024 07 08 19 10 350  2.0  3.0   1.1    MM   6.0 186 1011.1  12.8    MM  12.6   MM   MM    MM
2024 07 08 19 00 330  2.0  3.0    MM    MM    MM  MM 1011.2  12.6    MM  12.5   MM +0.6    MM
2024 07 08 18 50 330  3.0  4.0   1.1    13   6.2 185 1011.2  12.4    MM  12.3   MM   MM    MM
2024 07 08 18 40 330  3.0  4.0    MM    MM    MM  MM 1011.1  12.4    MM  12.3   MM   MM    MM
2024 07 08 18 30 330  3.0  4.0    MM    MM    MM  MM 1011.0  12.4    MM  12.3   MM   MM    MM
2024 07 08 18 20 320  3.0  4.0   1.1    14   5.8 201 1010.9  12.3    MM  12.2   MM   MM    MM
2024 07 08 18 10 290  2.0  3.0   1.1    MM   5.8 201 1010.9  12.3    MM  12.1   MM   MM    MM
2024 07 08 18 00 260  1.0  2.0    MM    MM    MM  MM 1011.0  12.8    MM  12.6   MM +0.0    MM
2024 07 08 17 50 250  1.0  2.0   1.0    13   6.1 195 1011.0  12.8    MM  12.7   MM   MM    MM
2024 07 08 17 40  MM  0.0  1.0    MM    MM    MM  MM 1010.9  12.9    MM  12.8   MM   MM    MM
2024 07 08 17 30  MM  0.0  0.0    MM    MM    MM  MM 1011.0  12.8    MM  12.8   MM   MM    MM
2024 07 08 17 20  MM  0.0  1.0   1.1    14   6.2 195 1011.0  12.4    MM  12.4   MM   MM    MM
2024 07 08 17 10  MM  0.0  1.0    MM    MM    MM  MM 1011.0  12.3    MM  12.3   MM   MM    MM
2024 07 08 17 00 310  1.0  1.0    MM    MM    MM  MM 1010.9  12.3    MM  12.3   MM +0.8    MM
2024 07 08 16 50 310  1.0  2.0   1.0    14   5.8 194 1010.9  12.1    MM  12.1   MM   MM    MM
2024 07 08 16 40 330  1.0  2.0    MM    MM    MM  MM 1010.9  12.3    MM  12.3   MM   MM    MM
2024 07 08 16 30  10  2.0  3.0    MM    MM    MM  MM 1010.9  12.2    MM  12.2   MM   MM    MM
2024 07 08 16 20  30  3.0  4.0   1.1    15   5.8 190 1010.8  12.2    MM  12.2   MM   MM    MM
2024 07 08 16 10  30  3.0  3.0    MM    MM    MM  MM 1010.8  12.2    MM  12.2   MM   MM    MM
2024 07 08 16 00  20  3.0  4.0    MM    MM    MM  MM 1010.8  12.2    MM  12.2   MM +1.1    MM
2024 07 08 15 50  10  3.0  4.0   1.1    14   5.7 219 1010.8  12.2    MM  12.2   MM   MM    MM
2024 07 08 15 40  20  3.0  5.0    MM    MM    MM  MM 1010.7  12.1    MM  12.1   MM   MM    MM
2024 07 08 15 30  20  3.0  5.0    MM    MM    MM  MM 1010.7  12.1    MM  12.1   MM   MM    MM
2024 07 08 15 20  20  3.0  5.0   0.9    14   5.0 210 1010.6  12.1    MM  12.1   MM   MM    MM
2024 07 08 15 10  10  3.0  4.0   0.9    MM   5.0 210 1010.6  12.1    MM  12.1   MM   MM    MM
2024 07 08 15 00 360  4.0  4.0    MM    MM    MM  MM 1010.5  12.1    MM  12.1   MM +0.5    MM
2024 07 08 14 50 360  3.0  3.0   1.0    14   5.2 180 1010.4  12.1    MM  12.1   MM   MM    MM
2024 07 08 14 40 360  4.0  5.0    MM    MM    MM  MM 1010.5  12.2    MM  12.2   MM   MM    MM
2024 07 08 14 30 360  4.0  5.0    MM    MM    MM  MM 1010.3  12.1    MM  12.1   MM   MM    MM
2024 07 08 14 20  10  3.0  4.0   1.1    14   5.5 190 1010.2  12.2    MM  12.2   MM   MM    MM
2024 07 08 14 10 350  3.0  4.0   1.1    MM   5.5 190 1010.2  12.1    MM  12.1   MM   MM    MM
2024 07 08 14 00 340  3.0  4.0    MM    MM    MM  MM 1010.1  11.8    MM  11.8   MM -0.0    MM
2024 07 08 13 50 320  3.0  4.0   1.1    15   5.1 188 1010.0  11.5    MM  11.5   MM   MM    MM
2024 07 08 13 40 310  3.0  4.0    MM    MM    MM  MM 1010.0  11.5    MM  11.5   MM   MM    MM
2024 07 08 13 30 310  4.0  5.0    MM    MM    MM  MM 1010.0  11.5    MM  11.5   MM   MM    MM
2024 07 08 13 20 310  4.0  5.0   1.1    14   5.2 182 1010.0  11.5    MM  11.5   MM   MM    MM
2024 07 08 13 10 310  4.0  5.0   1.1    MM   5.2 182 1009.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 13 00 310  4.0  5.0    MM    MM    MM  MM 1010.0  11.5    MM  11.5   MM -0.6    MM
2024 07 08 12 50 310  5.0  6.0   1.0    14   5.3 206 1009.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 12 40 310  5.0  6.0    MM    MM    MM  MM 1009.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 12 30 310  5.0  6.0    MM    MM    MM  MM 1009.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 12 20 310  5.0  6.0   1.1    14   5.5 187 1010.0  11.6    MM  11.6   MM   MM    MM
2024 07 08 12 10 310  4.0  5.0   1.1    MM   5.5 187 1010.0  11.6    MM  11.6   MM   MM    MM
2024 07 08 12 00 310  4.0  6.0    MM    MM    MM  MM 1010.0  11.6    MM  11.6   MM -0.6    MM
2024 07 08 11 50 310  5.0  6.0   1.0    14   5.2 175 1010.0  11.6    MM  11.6   MM   MM    MM
2024 07 08 11 40 310  5.0  6.0   1.0    MM   5.2 175 1010.1  11.7    MM  11.7   MM   MM    MM
2024 07 08 11 30 310  5.0  6.0    MM    MM    MM  MM 1010.1  11.7    MM  11.7   MM   MM    MM
2024 07 08 11 20 310  5.0  6.0   1.1    14   5.4 181 1010.1  11.8    MM  11.8   MM   MM    MM
2024 07 08 11 10 300  5.0  6.0    MM    MM    MM  MM 1010.2  11.8    MM  11.8   MM   MM    MM
2024 07 08 11 00 300  5.0  6.0    MM    MM    MM  MM 1010.3  11.8    MM  11.8   MM -0.8    MM
2024 07 08 10 50 310  5.0  7.0   1.0    14   5.3 174 1010.1  11.8    MM  11.8   MM   MM    MM
2024 07 08 10 40 310  5.0  7.0    MM    MM    MM  MM 1010.2  11.9    MM  11.9   MM   MM    MM
2024 07 08 10 30 310  6.0  8.0    MM    MM    MM  MM 1010.3  12.0    MM  12.0   MM   MM    MM
2024 07 08 10 20 310  5.0  6.0   1.1    15   5.7 191 1010.3  12.1    MM  12.1   MM   MM    MM
2024 07 08 10 10 310  6.0  8.0   1.1    MM   5.7 191 1010.5  12.2    MM  12.2   MM   MM    MM
2024 07 08 10 00 310  5.0  7.0    MM    MM    MM  MM 1010.6  12.2    MM  12.2   MM -1.0    MM
2024 07 08 09 50 310  6.0  8.0   1.0    14   5.5 186 1010.6  12.4    MM  12.4   MM   MM    MM
2024 07 08 09 40 310  6.0  7.0    MM    MM    MM  MM 1010.5  12.4    MM  12.4   MM   MM    MM
2024 07 08 09 30 310  5.0  6.0    MM    MM    MM  MM 1010.7  12.5    MM  12.5   MM   MM    MM
2024 07 08 09 20 300  4.0  6.0   1.0    14   5.8 187 1010.7  12.6    MM  12.6   MM   MM    MM
2024 07 08 09 10 300  4.0  5.0   1.0    MM   5.8 187 1010.7  12.7    MM  12.7   MM   MM    MM
2024 07 08 09 00 310  6.0  8.0    MM    MM    MM  MM 1010.7  12.9    MM  12.9   MM -0.7    MM
2024 07 08 08 50 310  6.0  8.0   0.9    14   5.7 181 1010.7  12.8    MM  12.8   MM   MM    MM
2024 07 08 08 40 300  4.0  6.0    MM    MM    MM  MM 1010.8  12.8    MM  12.8   MM   MM    MM
2024 07 08 08 30 280  4.0  5.0    MM    MM    MM  MM 1010.9  12.7    MM  12.7   MM   MM    MM
2024 07 08 08 20 290  3.0  4.0   1.0    14   6.0 173 1010.9  12.6    MM  12.6   MM   MM    MM
2024 07 08 08 10 290  3.0  4.0    MM    MM    MM  MM 1011.0  12.7    MM  12.7   MM   MM    MM
2024 07 08 08 00 290  3.0  4.0    MM    MM    MM  MM 1010.9  12.7    MM  12.7   MM -0.6    MM
2024 07 08 07 50 280  2.0  3.0   1.0    14   6.1 174 1011.1  12.6    MM  12.6   MM   MM    MM
2024 07 08 07 40 280  2.0  3.0    MM    MM    MM  MM 1011.1  12.7    MM  12.7   MM   MM    MM
2024 07 08 07 30 270  3.0  4.0    MM    MM    MM  MM 1011.2  12.8    MM  12.8   MM   MM    MM
2024 07 08 07 20 270  2.0  3.0   0.9    14   6.1 180 1011.3  12.9    MM  12.9   MM   MM    MM
2024 07 08 07 10 280  2.0  3.0   0.9    MM   6.1 180 1011.3  12.9    MM  12.9   MM   MM    MM
2024 07 08 07 00 270  2.0  3.0    MM    MM    MM  MM 1011.4  12.8    MM  12.8   MM +0.0    MM
2024 07 08 06 50 250  2.0  3.0   1.0    15   6.5 178 1011.4  12.7    MM  12.7   MM   MM    MM
2024 07 08 06 40 250  1.0  2.0   1.0    MM   6.5 178 1011.4  12.6    MM  12.6   MM   MM    MM
2024 07 08 06 30 250  1.0  2.0    MM    MM    MM  MM 1011.4  12.4    MM  12.4   MM   MM    MM
2024 07 08 06 20 260  1.0  2.0   1.0    14   6.7 176 1011.3  12.3    MM  12.3   MM   MM    MM
2024 07 08 06 10 280  2.0  2.0   1.0    MM   6.7 176 1011.3  12.3    MM  12.3   MM   MM    MM
2024 07 08 06 00 300  2.0  3.0    MM    MM    MM  MM 1011.3  12.4    MM  12.4   MM -0.3    MM
2024 07 08 05 50 300  2.0  3.0   0.8    15   6.3 166 1011.4  12.5    MM  12.5   MM   MM    MM
2024 07 08 05 40 310  2.0  3.0    MM    MM    MM  MM 1011.4  12.6    MM  12.6   MM   MM    MM
2024 07 08 05 30 310  2.0  3.0    MM    MM    MM  MM 1011.4  12.4    MM  12.4   MM   MM    MM
2024 07 08 05 20 310  3.0  4.0   1.0    14   6.7 196 1011.5  12.4    MM  12.4   MM   MM    MM
2024 07 08 05 10 310  3.0  4.0   1.0    MM   6.7 196 1011.5  12.6    MM  12.6   MM   MM    MM
2024 07 08 05 00 270  2.0  3.0    MM    MM    MM  MM 1011.6  12.0    MM  12.0   MM -0.3    MM
2024 07 08 04 50 280  2.0  3.0   0.9    14   6.6 179 1011.6  12.0    MM  12.0   MM   MM    MM
2024 07 08 04 40 270  2.0  3.0    MM    MM    MM  MM 1011.5  11.9    MM  11.9   MM   MM    MM
2024 07 08 04 30 260  2.0  4.0    MM    MM    MM  MM 1011.6  11.7    MM  11.7   MM   MM    MM
2024 07 08 04 20 250  1.0  2.0   0.9    14   6.4 196 1011.6  11.6    MM  11.6   MM   MM    MM
2024 07 08 04 10 250  1.0  2.0   0.9    MM   6.4 196 1011.5  11.5    MM  11.5   MM   MM    MM
2024 07 08 04 00 260  2.0  2.0    MM    MM    MM  MM 1011.5  11.5    MM  11.5   MM +0.0    MM
2024 07 08 03 50 280  1.0  2.0   1.0    14   6.6 174 1011.5  11.6    MM  11.6   MM   MM    MM
2024 07 08 03 40 290  1.0  2.0    MM    MM    MM  MM 1011.4  11.5    MM  11.5   MM   MM    MM
2024 07 08 03 30 320  1.0  2.0    MM    MM    MM  MM 1011.4  11.5    MM  11.5   MM   MM    MM
2024 07 08 03 20 330  2.0  2.0   1.0    14   6.5 190 1011.4  11.4    MM  11.4   MM   MM    MM
2024 07 08 03 10 320  2.0  3.0   1.0    MM   6.5 190 1011.6  11.4    MM  11.4   MM   MM    MM
2024 07 08 03 00 320  2.0  3.0    MM    MM    MM  MM 1011.7  11.4    MM  11.4   MM -0.5    MM
2024 07 08 02 50 320  3.0  4.0   1.0    14   6.4 176 1011.7  11.4    MM  11.4   MM   MM    MM
2024 07 08 02 40 320  4.0  5.0    MM    MM    MM  MM 1011.8  11.3    MM  11.3   MM   MM    MM
2024 07 08 02 30 320  4.0  5.0    MM    MM    MM  MM 1011.8  11.4    MM  11.4   MM   MM    MM
2024 07 08 02 20 310  3.0  5.0   1.1    15   7.0 182 1011.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 02 10 320  4.0  5.0   1.1    MM   7.0 182 1011.8  11.5    MM  11.5   MM   MM    MM
2024 07 08 02 00 310  4.0  5.0    MM    MM    MM  MM 1011.9  11.5    MM  11.5   MM -0.8    MM
2024 07 08 01 50 300  3.0  4.0   0.9    15   6.4 195 1011.9  11.4    MM  11.4   MM   MM    MM
2024 07 08 01 40 310  3.0  4.0   0.9    MM   6.4 195 1011.8  11.3    MM  11.3   MM   MM    MM
2024 07 08 01 30 300  4.0  4.0    MM    MM    MM  MM 1011.9  11.4    MM  11.4   MM   MM    MM
2024 07 08 01 20 290  3.0  4.0   1.0    15   6.5 182 1011.9  11.5    MM  11.5   MM   MM    MM
2024 07 08 01 10 280  3.0  4.0   1.0    MM   6.5 182 1011.8  11.6    MM  11.6   MM   MM    MM
2024 07 08 01 00 280  3.0  4.0    MM    MM    MM  MM 1011.8  11.7    MM  11.7   MM -1.4    MM
2024 07 08 00 50 280  2.0  3.0   1.0    15   6.3 168 1011.8  11.9    MM  11.9   MM   MM    MM
2024 07 08 00 40 280  3.0  4.0    MM    MM    MM  MM 1011.8  12.0    MM  12.0   MM   MM    MM
2024 07 08 00 30 280  3.0  3.0    MM    MM    MM  MM 1011.8  12.1    MM  12.1   MM   MM    MM
2024 07 08 00 20 280  3.0  3.0   1.1    15   6.5 188 1011.9  12.1    MM  12.1   MM   MM    MM
2024 07 08 00 10 280  3.0  3.0   1.1    MM   6.5 188 1012.0  12.2    MM  12.2   MM   MM    MM
2024 07 08 00 00 280  2.0  3.0    MM    MM    MM  MM 1012.1  12.5    MM  12.5   MM -1.1    MM
2024 07 07 23 50 280  2.0  3.0   1.1    15   6.2 187 1012.3  12.4    MM  12.4   MM   MM    MM
2024 07 07 23 40 280  2.0  3.0    MM    MM    MM  MM 1012.3  12.5    MM  12.5   MM   MM    MM
2024 07 07 23 20 270  2.0  3.0   0.9    14   5.6 180 1012.6  12.7    MM  12.7   MM   MM    MM
2024 07 07 23 10 270  2.0  2.0   0.9    MM   5.6 180 1012.6  12.9    MM  12.9   MM   MM    MM
2024 07 07 23 00 260  2.0  3.0    MM    MM    MM  MM 1012.7  13.0    MM  13.0   MM -0.6    MM
2024 07 07 22 50 260  3.0  3.0   1.0    14   5.9 194 1012.7  13.0    MM  13.0   MM   MM    MM
2024 07 07 22 40 250  3.0  3.0    MM    MM    MM  MM 1012.8  13.1    MM  13.1   MM   MM    MM
2024 07 07 22 30 250  2.0  3.0    MM    MM    MM  MM 1012.8  13.2    MM  13.2   MM   MM    MM
2024 07 07 22 20 250  2.0  3.0   1.0    14   5.8 188 1012.8  13.3    MM  13.3   MM   MM    MM
2024 07 07 22 10 260  2.0  2.0    MM    MM    MM  MM 1012.9  13.2    MM  13.2   MM   MM    MM
2024 07 07 22 00 260  2.0  2.0    MM    MM    MM  MM 1012.9  13.2    MM  13.2   MM -0.3    MM
2024 07 07 21 50 270  2.0  2.0   1.1    14   6.3 188 1012.9  13.3    MM  13.3   MM   MM    MM
2024 07 07 21 40 260  2.0  2.0    MM    MM    MM  MM 1013.0  13.5    MM  13.5   MM   MM    MM
2024 07 07 21 30 260  1.0  2.0    MM    MM    MM  MM 1013.0  13.7    MM  13.7   MM   MM    MM
2024 07 07 21 20 250  1.0  1.0   1.1    14   6.0 189 1013.1  13.7    MM  13.7   MM   MM    MM
2024 07 07 21 10 220  1.0  2.0   1.1    MM   6.0 189 1013.1  13.7    MM  13.7   MM   MM    MM
2024 07 07 21 00 210  2.0  3.0    MM    MM    MM  MM 1013.2  13.7    MM  13.7   MM +0.3    MM
2024 07 07 20 50 200  2.0  3.0   1.1    14   6.0 181 1013.1  13.6    MM  13.6   MM   MM    MM
2024 07 07 20 40 220  2.0  3.0   1.1    MM   6.0 181 1013.2  13.3    MM  13.3   MM   MM    MM
2024 07 07 20 30 200  3.0  4.0    MM    MM    MM  MM 1013.2  13.5    MM  13.5   MM   MM    MM
2024 07 07 20 20 200  3.0  4.0   1.1    15   6.2 183 1013.3  13.5    MM  13.5   MM   MM    MM
2024 07 07 20 10 190  3.0  3.0   1.1    MM   6.2 183 1013.2  13.5    MM  13.5   MM   MM    MM
2024 07 07 20 00 180  3.0  4.0    MM    MM    MM  MM 1013.3  13.5    MM  13.5   MM +0.5    MM
2024 07 07 19 50 180  3.0  4.0   1.0    15   6.1 199 1013.3  13.5    MM  13.5   MM   MM    MM
2024 07 07 19 40 180  2.0  3.0   1.0    MM   6.1 199 1013.2  13.6    MM  13.6   MM   MM    MM
2024 07 07 19 30 180  2.0  3.0    MM    MM    MM  MM 1013.2  13.6    MM  13.6   MM   MM    MM
2024 07 07 19 20 170  2.0  3.0   1.1    15   6.2 178 1013.1  13.6    MM  13.6   MM   MM    MM
2024 07 07 19 10 170  2.0  2.0   1.1    MM   6.2 178 1013.2  13.5    MM  13.5   MM   MM    MM
2024 07 07 19 00 180  2.0  3.0    MM    MM    MM  MM 1013.1  13.5    MM  13.5   MM +0.7    MM
2024 07 07 18 50 170  2.0  3.0   1.0    15   5.9 175 1013.1  13.4    MM  13.4   MM   MM    MM
2024 07 07 18 40 170  2.0  3.0    MM    MM    MM  MM 1013.0  13.4    MM  13.4   MM   MM    MM
2024 07 07 18 30 150  2.0  3.0    MM    MM    MM  MM 1012.9  13.4    MM  13.4   MM   MM    MM
2024 07 07 18 20 170  2.0  3.0   1.1    15   6.3 188 1012.9  13.4    MM  13.4   MM   MM    MM
2024 07 07 18 10 170  2.0  3.0    MM    MM    MM  MM 1012.8  13.3    MM  13.3   MM   MM    MM
2024 07 07 18 00 160  2.0  3.0    MM    MM    MM  MM 1012.8  13.4    MM  13.4   MM +0.8    MM
2024 07 07 17 50 180  2.0  3.0   1.1    15   6.3 176 1012.8  13.3    MM  13.3   MM   MM    MM
2024 07 07 17 40 130  1.0  1.0    MM    MM    MM  MM 1012.8  13.5    MM  13.5   MM   MM    MM
2024 07 07 17 30  MM  0.0  1.0    MM    MM    MM  MM 1012.9  13.6    MM  13.6   MM   MM    MM
2024 07 07 17 20  MM  0.0  1.0   1.1    15   6.6 158 1012.9  13.5    MM  13.5   MM   MM    MM
2024 07 07 17 10  MM  0.0  0.0   1.1    MM   6.6 158 1012.8  13.4    MM  13.4   MM   MM    MM
2024 07 07 17 00  MM  0.0  1.0    MM    MM    MM  MM 1012.8  13.2    MM  13.2   MM +1.3    MM
2024 07 07 16 50  MM  0.0  1.0   1.1    15   6.4 184 1012.7  13.2    MM  13.2   MM   MM    MM
2024 07 07 16 40  MM  0.0  1.0   1.1    MM   6.4 184 1012.7  13.0    MM  13.0   MM   MM    MM
2024 07 07 16 30  MM  0.0  1.0    MM    MM    MM  MM 1012.5  12.9    MM  12.9   MM   MM    MM
2024 07 07 16 20  MM  0.0  0.0   1.0    15   6.1 210 1012.5  12.9    MM  12.9   MM   MM    MM
2024 07 07 16 10  MM  0.0  1.0    MM    MM    MM  MM 1012.5  12.8    MM  12.8   MM   MM    MM
2024 07 07 16 00 270  1.0  1.0    MM    MM    MM  MM 1012.5  12.8    MM  12.8   MM +1.7    MM
2024 07 07 15 50 250  1.0  1.0   1.1    15   6.5 193 1012.4  12.8    MM  12.8   MM   MM    MM
2024 07 07 15 40 250  1.0  1.0   1.1    MM   6.5 193 1012.4  12.9    MM  12.9   MM   MM    MM
2024 07 07 15 30 250  1.0  1.0    MM    MM    MM  MM 1012.4  12.9    MM  12.9   MM   MM    MM
2024 07 07 15 20 210  1.0  1.0   1.1    15   6.8 174 1012.2  12.8    MM  12.8   MM   MM    MM
2024 07 07 15 10  MM  0.0  1.0   1.1    MM   6.8 174 1012.2  12.9    MM  12.9   MM   MM    MM
2024 07 07 15 00  MM  0.0  1.0    MM    MM    MM  MM 1012.1  12.8    MM  12.8   MM +1.8    MM
2024 07 07 14 50 140  1.0  2.0   1.1    15   6.4 207 1011.9  12.7    MM  12.7   MM   MM    MM
2024 07 07 14 40 160  1.0  1.0   1.1    MM   6.4 207 1011.9  12.8    MM  12.8   MM   MM    MM
2024 07 07 14 30 220  1.0  2.0    MM    MM    MM  MM 1011.7  12.7    MM  12.7   MM   MM    MM
2024 07 07 14 20 220  2.0  2.0   1.1    15   6.4 183 1011.7  12.7    MM  12.7   MM   MM    MM
2024 07 07 14 10 220  2.0  2.0    MM    MM    MM  MM 1011.7  12.6    MM  12.6   MM   MM    MM
2024 07 07 14 00 230  2.0  2.0    MM    MM    MM  MM 1011.6  12.7    MM  12.7   MM +1.3    MM
2024 07 07 13 50 230  2.0  2.0   1.1    15   6.4 190 1011.5  12.7    MM  12.7   MM   MM    MM
2024 07 07 13 40 230  1.0  2.0    MM    MM    MM  MM 1011.4  12.6    MM  12.6   MM   MM    MM
2024 07 07 13 30 240  2.0  3.0    MM    MM    MM  MM 1011.2  12.6    MM  12.6   MM   MM    MM
2024 07 07 13 20 230  2.0  3.0   1.1    15   6.4 193 1011.2  12.5    MM  12.5   MM   MM    MM
2024 07 07 13 10 240  3.0  3.0   1.1    MM   6.4 193 1011.1  12.6    MM  12.6   MM   MM    MM
2024 07 07 13 00 230  2.0  3.0    MM    MM    MM  MM 1010.9  12.6    MM  12.6   MM +0.8    MM
2024 07 07 12 50 230  2.0  3.0   1.1    16   6.9 187 1010.8  12.6    MM  12.6   MM   MM    MM
2024 07 07 12 40 250  2.0  3.0   1.1    MM   6.9 187 1010.7  12.7    MM  12.7   MM   MM    MM
2024 07 07 12 30 250  2.0  3.0    MM    MM    MM  MM 1010.7  12.7    MM  12.7   MM   MM    MM
2024 07 07 12 20 250  2.0  3.0   1.0    15   6.1 195 1010.6  12.7    MM  12.7   MM   MM    MM
2024 07 07 12 10 250  2.0  3.0    MM    MM    MM  MM 1010.6  12.6    MM  12.6   MM   MM    MM
2024 07 07 12 00 250  2.0  4.0    MM    MM    MM  MM 1010.5  12.7    MM  12.7   MM +0.0    MM
2024 07 07 11 50 250  3.0  3.0   0.9    15   6.1 185 1010.5  12.7    MM  12.7   MM   MM    MM
2024 07 07 11 40 250  2.0  3.0    MM    MM    MM  MM 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 07 11 30 270  2.0  3.0    MM    MM    MM  MM 1010.3  12.8    MM  12.8   MM   MM    MM
2024 07 07 11 20 260  2.0  3.0   1.2    15   7.0 199 1010.4  12.8    MM  12.8   MM   MM    MM
2024 07 07 11 10 280  2.0  3.0   1.2    MM   7.0 199 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 07 11 00 260  2.0  3.0    MM    MM    MM  MM 1010.3  12.7    MM  12.7   MM +0.0    MM
2024 07 07 10 50 260  1.0  2.0   1.0    16   6.3 171 1010.3  12.6    MM  12.6   MM   MM    MM
2024 07 07 10 40 270  2.0  2.0   1.0    MM   6.3 171 1010.2  12.6    MM  12.6   MM   MM    MM
2024 07 07 10 30 280  2.0  3.0    MM    MM    MM  MM 1010.1  12.7    MM  12.7   MM   MM    MM
2024 07 07 10 20 300  2.0  3.0   1.0    16   6.2 190 1010.0  12.8    MM  12.8   MM   MM    MM
2024 07 07 10 10 300  2.0  3.0    MM    MM    MM  MM 1010.0  12.8    MM  12.8   MM   MM    MM
2024 07 07 10 00 290  3.0  3.0    MM    MM    MM  MM 1010.0  12.8    MM  12.8   MM +0.0    MM
2024 07 07 09 50 280  3.0  3.0   1.0    15   6.3 181 1010.2  12.8    MM  12.8   MM   MM    MM
2024 07 07 09 40 290  3.0  5.0   1.0    MM   6.3 181 1010.1  12.8    MM  12.8   MM   MM    MM
2024 07 07 09 30 280  3.0  4.0    MM    MM    MM  MM 1010.3  12.6    MM  12.6   MM   MM    MM
2024 07 07 09 20 270  2.0  4.0   1.1    16   6.5 190 1010.3  12.5    MM  12.5   MM   MM    MM
2024 07 07 09 10 260  2.0  4.0   1.1    MM   6.5 190 1010.3  12.5    MM  12.5   MM   MM    MM
2024 07 07 09 00 270  3.0  5.0    MM    MM    MM  MM 1010.4  12.6    MM  12.6   MM +0.0    MM
2024 07 07 08 50 270  3.0  5.0   1.2    15   6.7 178 1010.4  12.6    MM  12.6   MM   MM    MM
2024 07 07 08 40 270  3.0  5.0    MM    MM    MM  MM 1010.4  12.6    MM  12.6   MM   MM    MM
2024 07 07 08 30 280  4.0  5.0    MM    MM    MM  MM 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 07 08 20 290  4.0  5.0   1.2    16   6.7 190 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 07 08 10 280  3.0  4.0   1.2    MM   6.7 190 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 07 08 00 280  4.0  5.0    MM    MM    MM  MM 1010.3  12.6    MM  12.6   MM +0.0    MM
2024 07 07 07 50 270  3.0  4.0   1.1    15   6.5 184 1010.3  12.4    MM  12.4   MM   MM    MM
2024 07 07 07 40 270  3.0  4.0    MM    MM    MM  MM 1010.2  12.6    MM  12.6   MM   MM    MM
2024 07 07 07 30 280  3.0  4.0    MM    MM    MM  MM 1010.4  12.6    MM  12.6   MM   MM    MM
2024 07 07 07 20 280  3.0  4.0   1.2    15   6.8 188 1010.3  12.6    MM  12.6   MM   MM    MM
2024 07 07 07 10 270  3.0  4.0   1.2    MM   6.8 188 1010.3  12.6    MM  12.6   MM   MM    MM
2024 07 07 07 00 270  3.0  4.0    MM    MM    MM  MM 1010.3  12.6    MM  12.6   MM +0.0    MM
2024 07 07 06 50 280  3.0  4.0   1.1    16   6.5 193 1010.4  12.6    MM  12.6   MM   MM    MM
2024 07 07 06 40 270  3.0  4.0   1.1    MM   6.5 193 1010.4  12.5    MM  12.5   MM   MM    MM
2024 07 07 06 30 260  3.0  4.0    MM    MM    MM  MM 1010.4  12.5    MM  12.5   MM   MM    MM
2024 07 07 06 20 260  3.0  3.0   1.0    16   6.0 185 1010.5  12.5    MM  12.5   MM   MM    MM
2024 07 07 06 10 260  3.0  3.0   1.0    MM   6.0 185 1010.5  12.5    MM  12.5   MM   MM    MM
2024 07 07 06 00 270  3.0  3.0    MM    MM    MM  MM 1010.4  12.6    MM  12.6   MM +0.0    MM
2024 07 07 05 50 280  3.0  4.0   1.1    15   6.4 185 1010.5  12.7    MM  12.7   MM   MM    MM
2024 07 07 05 40 270  3.0  4.0    MM    MM    MM  MM 1010.6  12.8    MM  12.8   MM   MM    MM
2024 07 07 05 30 280  3.0  4.0    MM    MM    MM  MM 1010.6  12.8    MM  12.8   MM   MM    MM
2024 07 07 05 20 280  3.0  4.0   1.1    16   6.3 202 1010.6  12.8    MM  12.8   MM   MM    MM
2024 07 07 05 10 290  3.0  4.0    MM    MM    MM  MM 1010.6  12.7    MM  12.7   MM   MM    MM
