#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2024 07 10 12 20 360  2.0  3.0   1.1     6   5.1 290 1011.1  12.4    MM  12.4   MM   MM    MM
2024 07 10 12 10 350  3.0  4.0    MM    MM    MM  MM 1010.9  12.4    MM  12.4   MM   MM    MM
2024 07 10 12 00 330  3.0  4.0    MM    MM    MM  MM 1010.9  12.2    MM  12.2   MM -0.3    MM
2024 07 10 11 50 340  3.0  4.0   1.0    12   5.1 191 1010.9  12.2    MM  12.2   MM   MM    MM
2024 07 10 11 40 320  3.0  4.0   1.0    MM   5.1 191 1010.8  12.1    MM  12.1   MM   MM    MM
2024 07 10 11 30 300  4.0  5.0    MM    MM    MM  MM 1010.8  12.0    MM  12.0   MM   MM    MM
2024 07 10 11 20 300  5.0  6.0   1.0    11   5.1 211 1010.7  12.0    MM  12.0   MM   MM    MM
2024 07 10 11 10 310  5.0  6.0   1.0    MM   5.1 211 1010.7  12.1    MM  12.1   MM   MM    MM
2024 07 10 11 00 310  4.0  5.0    MM    MM    MM  MM 1010.8  12.1    MM  12.1   MM -0.6    MM
2024 07 10 10 50 310  4.0  5.0   1.1     6   5.1 284 1010.8  12.1    MM  12.1   MM   MM    MM
2024 07 10 10 40 310  5.0  6.0    MM    MM    MM  MM 1010.8  12.1    MM  12.1   MM   MM    MM
2024 07 10 10 30 310  6.0  7.0    MM    MM    MM  MM 1010.8  12.1    MM  12.1   MM   MM    MM
2024 07 10 10 20 310  6.0  7.0   1.0    13   5.3 213 1010.9  12.0    MM  12.0   MM   MM    MM
2024 07 10 10 10 310  6.0  7.0   1.0    MM   5.3 213 1010.8  12.0    MM  12.0   MM   MM    MM
2024 07 10 10 00 310  6.0  7.0    MM    MM    MM  MM 1010.9  12.0    MM  12.0   MM -0.6    MM
2024 07 10 09 50 310  5.0  7.0   1.1     7   5.5 298 1011.0  12.0    MM  12.0   MM   MM    MM
2024 07 10 09 40 300  5.0  6.0   1.1    MM   5.5 298 1011.2  12.1    MM  12.1   MM   MM    MM
2024 07 10 09 30 300  4.0  5.0    MM    MM    MM  MM 1011.1  12.1    MM  12.1   MM   MM    MM
2024 07 10 09 20 290  4.0  5.0   1.0     7   5.5 297 1011.1  12.0    MM  12.0   MM   MM    MM
2024 07 10 09 10 290  4.0  5.0   1.0    MM   5.5 297 1011.2  12.1    MM  12.1   MM   MM    MM
2024 07 10 09 00 300  3.0  4.0    MM    MM    MM  MM 1011.2  12.1    MM  12.1   MM -0.6    MM
2024 07 10 08 50 300  3.0  4.0   1.1    13   5.6 195 1011.3  12.1    MM  12.1   MM   MM    MM
2024 07 10 08 40 300  3.0  4.0    MM    MM    MM  MM 1011.3  12.1    MM  12.1   MM   MM    MM
2024 07 10 08 30 310  3.0  4.0    MM    MM    MM  MM 1011.3  12.1    MM  12.1   MM   MM    MM
2024 07 10 08 20 310  3.0  4.0   1.1     7   5.4 307 1011.4  12.2    MM  12.2   MM   MM    MM
2024 07 10 08 10 310  3.0  4.0   1.1    MM   5.4 307 1011.4  12.1    MM  12.1   MM   MM    MM
2024 07 10 08 00 310  3.0  4.0    MM    MM    MM  MM 1011.4  12.1    MM  12.1   MM -0.3    MM
2024 07 10 07 50 300  3.0  4.0   1.1     7   5.5 298 1011.4  12.1    MM  12.1   MM   MM    MM
2024 07 10 07 40 310  4.0  5.0   1.1    MM   5.5 298 1011.5  12.2    MM  12.2   MM   MM    MM
2024 07 10 07 30 310  3.0  5.0    MM    MM    MM  MM 1011.5  12.2    MM  12.2   MM   MM    MM
2024 07 10 07 20 310  3.0  4.0   1.0    12   5.6 183 1011.6  12.2    MM  12.2   MM   MM    MM
2024 07 10 07 10 310  4.0  5.0   1.0    MM   5.6 183 1011.7  12.3    MM  12.3   MM   MM    MM
2024 07 10 07 00 300  4.0  5.0    MM    MM    MM  MM 1011.7  12.3    MM  12.3   MM +0.0    MM
2024 07 10 06 50 310  4.0  5.0   0.9     7   5.5 300 1011.6  12.3    MM  12.3   MM   MM    MM
2024 07 10 06 40 320  3.0  4.0   0.9    MM   5.5 300 1011.7  12.3    MM  12.3   MM   MM    MM
2024 07 10 06 30 310  3.0  4.0    MM    MM    MM  MM 1011.7  12.3    MM  12.3   MM   MM    MM
2024 07 10 06 20 320  4.0  5.0   1.0    13   5.9 217 1011.7  12.3    MM  12.3   MM   MM    MM
2024 07 10 06 10 310  4.0  6.0    MM    MM    MM  MM 1011.7  12.4    MM  12.4   MM   MM    MM
2024 07 10 06 00 310  5.0  6.0    MM    MM    MM  MM 1011.8  12.3    MM  12.3   MM +0.4    MM
2024 07 10 05 50 310  4.0  5.0   0.9    12   5.8 190 1011.8  12.4    MM  12.4   MM   MM    MM
2024 07 10 05 40 310  4.0  5.0    MM    MM    MM  MM 1011.7  12.4    MM  12.4   MM   MM    MM
2024 07 10 05 30 310  4.0  4.0    MM    MM    MM  MM 1011.7  12.5    MM  12.5   MM   MM    MM
2024 07 10 05 20 310  4.0  6.0   0.9     6   5.8 279 1011.7  12.6    MM  12.6   MM   MM    MM
2024 07 10 05 10 300  4.0  6.0   0.9    MM   5.8 279 1011.8  12.7    MM  12.7   MM   MM    MM
2024 07 10 05 00 300  4.0  5.0    MM    MM    MM  MM 1011.7  12.7    MM  12.7   MM +0.3    MM
2024 07 10 04 50 310  4.0  5.0   1.0    12   6.1 209 1011.7  12.9    MM  12.9   MM   MM    MM
2024 07 10 04 40 310  4.0  5.0   1.0    MM   6.1 209 1011.7  13.0    MM  13.0   MM   MM    MM
2024 07 10 04 30 310  4.0  5.0    MM    MM    MM  MM 1011.7  13.1    MM  13.1   MM   MM    MM
2024 07 10 04 20 300  4.0  6.0   1.0    13   6.2 198 1011.6  13.2    MM  13.2   MM   MM    MM
2024 07 10 04 10 300  4.0  5.0   1.0    MM   6.2 198 1011.7  13.1    MM  13.1   MM   MM    MM
2024 07 10 04 00 300  4.0  5.0    MM    MM    MM  MM 1011.5  13.2    MM  13.2   MM +0.0    MM
2024 07 10 03 50 300  4.0  5.0   1.0    13   6.5 208 1011.5  13.2    MM  13.2   MM   MM    MM
2024 07 10 03 40 300  4.0  5.0    MM    MM    MM  MM 1011.4  13.2    MM  13.2   MM   MM    MM
2024 07 10 03 30 310  4.0  5.0    MM    MM    MM  MM 1011.4  13.2    MM  13.1   MM   MM    MM
2024 07 10 03 20 310  4.0  5.0   1.0     7   5.9 304 1011.4  13.2    MM  13.1   MM   MM    MM
2024 07 10 03 10 310  5.0  6.0    MM    MM    MM  MM 1011.4  13.4    MM  13.4   MM   MM    MM
2024 07 10 03 00 290  4.0  5.0    MM    MM    MM  MM 1011.4  13.4    MM  13.4   MM -0.5    MM
2024 07 10 02 50 300  3.0  4.0   1.0    12   6.3 189 1011.4  13.5    MM  13.5   MM   MM    MM
2024 07 10 02 40 290  3.0  4.0    MM    MM    MM  MM 1011.4  13.5    MM  13.5   MM   MM    MM
2024 07 10 02 30 290  3.0  4.0    MM    MM    MM  MM 1011.3  13.4    MM  13.4   MM   MM    MM
2024 07 10 02 20 290  3.0  3.0   1.0    12   6.4 202 1011.3  13.4    MM  13.4   MM   MM    MM
2024 07 10 02 10 290  3.0  4.0   1.0    MM   6.4 202 1011.2  13.4    MM  13.3   MM   MM    MM
2024 07 10 02 00 280  3.0  3.0    MM    MM    MM  MM 1011.3  13.4    MM  13.3   MM -0.8    MM
2024 07 10 01 50 290  3.0  4.0   1.0    12   6.2 182 1011.3  13.5    MM  13.4   MM   MM    MM
2024 07 10 01 40 290  3.0  4.0    MM    MM    MM  MM 1011.3  13.5    MM  13.4   MM   MM    MM
2024 07 10 01 30 290  3.0  3.0    MM    MM    MM  MM 1011.3  13.5    MM  13.4   MM   MM    MM
2024 07 10 01 20 290  2.0  3.0   1.0    12   6.1 186 1011.3  13.4    MM  13.3   MM   MM    MM
2024 07 10 01 10 290  3.0  3.0    MM    MM    MM  MM 1011.3  13.5    MM  13.4   MM   MM    MM
2024 07 10 01 00 290  3.0  3.0    MM    MM    MM  MM 1011.4  13.5    MM  13.4   MM -0.7    MM
2024 07 10 00 50 280  3.0  3.0   0.9    12   5.8 183 1011.4  13.4    MM  13.3   MM   MM    MM
2024 07 10 00 40 280  3.0  3.0    MM    MM    MM  MM 1011.4  13.4    MM  13.3   MM   MM    MM
2024 07 10 00 30 290  2.0  3.0    MM    MM    MM  MM 1011.6  13.4    MM  13.3   MM   MM    MM
2024 07 10 00 20 290  2.0  3.0   0.9    13   6.0 212 1011.7  13.4    MM  13.3   MM   MM    MM
2024 07 10 00 10 280  3.0  3.0   0.9    MM   6.0 212 1011.7  13.4    MM  13.3   MM   MM    MM
2024 07 10 00 00 280  3.0  3.0    MM    MM    MM  MM 1011.8  13.4    MM  13.3   MM -0.4    MM
2024 07 09 23 50 280  3.0  3.0   1.0    11   5.8 186 1011.8  13.5    MM  13.4   MM   MM    MM
2024 07 09 23 40 280  3.0  4.0    MM    MM    MM  MM 1012.0  13.5    MM  13.4   MM   MM    MM
2024 07 09 23 20 280  3.0  3.0   1.0    12   6.0 192 1011.9  13.6    MM  13.5   MM   MM    MM
2024 07 09 23 10 270  3.0  3.0   1.0    MM   6.0 192 1012.0  13.6    MM  13.5   MM   MM    MM
2024 07 09 23 00 270  2.0  3.0    MM    MM    MM  MM 1012.0  13.6    MM  13.5   MM -0.3    MM
2024 07 09 22 50 280  3.0  3.0   1.0    14   6.1 194 1012.0  13.7    MM  13.6   MM   MM    MM
2024 07 09 22 40 280  3.0  3.0    MM    MM    MM  MM 1012.0  13.7    MM  13.6   MM   MM    MM
2024 07 09 22 30 280  3.0  3.0    MM    MM    MM  MM 1011.9  13.8    MM  13.7   MM   MM    MM
2024 07 09 22 20 280  3.0  4.0   1.0    12   5.8 191 1011.9  13.9    MM  13.8   MM   MM    MM
2024 07 09 22 10 260  2.0  3.0   1.0    MM   5.8 191 1012.0  13.7    MM  13.6   MM   MM    MM
2024 07 09 22 00 260  2.0  2.0    MM    MM    MM  MM 1012.0  13.5    MM  13.4   MM -0.4    MM
2024 07 09 21 50 250  2.0  2.0   1.0     6   5.8 296 1012.1  13.6    MM  13.5   MM   MM    MM
2024 07 09 21 40 250  2.0  2.0    MM    MM    MM  MM 1012.1  13.6    MM  13.5   MM   MM    MM
2024 07 09 21 30 260  2.0  2.0    MM    MM    MM  MM 1012.1  13.6    MM  13.5   MM   MM    MM
2024 07 09 21 20 270  2.0  2.0   1.0    13   5.8 195 1012.1  13.6    MM  13.5   MM   MM    MM
2024 07 09 21 10 260  2.0  2.0   1.0    MM   5.8 195 1012.1  13.6    MM  13.5   MM   MM    MM
2024 07 09 21 00 250  2.0  2.0    MM    MM    MM  MM 1012.2  13.7    MM  13.7   MM +0.0    MM
2024 07 09 20 50 250  1.0  2.0   1.0    12   5.9 181 1012.3  13.7    MM  13.7   MM   MM    MM
2024 07 09 20 40 250  1.0  2.0    MM    MM    MM  MM 1012.2  13.7    MM  13.7   MM   MM    MM
2024 07 09 20 30 250  1.0  2.0    MM    MM    MM  MM 1012.2  13.8    MM  13.8   MM   MM    MM
2024 07 09 20 20 250  1.0  2.0   1.0    12   5.8 192 1012.2  13.8    MM  13.8   MM   MM    MM
2024 07 09 20 10 250  1.0  2.0    MM    MM    MM  MM 1012.2  13.7    MM  13.7   MM   MM    MM
2024 07 09 20 00 250  1.0  1.0    MM    MM    MM  MM 1012.2  13.6    MM  13.6   MM +0.6    MM
2024 07 09 19 50 240  1.0  1.0   0.9    12   5.8 185 1012.2  13.5    MM  13.5   MM   MM    MM
2024 07 09 19 40 240  1.0  1.0    MM    MM    MM  MM 1012.3  13.4    MM  13.4   MM   MM    MM
2024 07 09 19 30 240  1.0  2.0    MM    MM    MM  MM 1012.2  13.3    MM  13.3   MM   MM    MM
2024 07 09 19 20 240  1.0  2.0   1.0    11   5.8 191 1012.3  13.2    MM  13.2   MM   MM    MM
2024 07 09 19 10 240  1.0  2.0   1.0    MM   5.8 191 1012.2  13.2    MM  13.2   MM   MM    MM
2024 07 09 19 00 240  2.0  2.0    MM    MM    MM  MM 1012.1  13.0    MM  13.0   MM +0.8    MM
2024 07 09 18 50 230  2.0  2.0   1.0    14   5.5 211 1012.6  13.0    MM  13.0   MM   MM    MM
2024 07 09 18 40 230  1.0  2.0    MM    MM    MM  MM 1012.1  13.0    MM  13.0   MM   MM    MM
2024 07 09 18 30 230  2.0  2.0    MM    MM    MM  MM 1012.0  13.1    MM  13.1   MM   MM    MM
2024 07 09 18 20 230  2.0  2.0   1.0    11   5.6 200 1012.0  13.0    MM  13.0   MM   MM    MM
2024 07 09 18 10 230  1.0  2.0   1.0    MM   5.6 200 1012.0  13.1    MM  13.1   MM   MM    MM
2024 07 09 18 00 220  1.0  1.0    MM    MM    MM  MM 1011.9  13.1    MM  13.1   MM +0.9    MM
2024 07 09 17 50 210  1.0  1.0   1.0    11   5.6 192 1011.9  13.0    MM  13.0   MM   MM    MM
2024 07 09 17 40 230  1.0  2.0    MM    MM    MM  MM 1011.8  13.0    MM  13.0   MM   MM    MM
2024 07 09 17 30 230  1.0  1.0    MM    MM    MM  MM 1011.7  12.9    MM  12.9   MM   MM    MM
2024 07 09 17 20 230  1.0  2.0   1.0    13   5.5 176 1011.7  12.9    MM  12.9   MM   MM    MM
2024 07 09 17 10 230  2.0  2.0   1.0    MM   5.5 176 1011.7  12.9    MM  12.9   MM   MM    MM
2024 07 09 17 00 230  1.0  2.0    MM    MM    MM  MM 1011.7  13.0    MM  13.0   MM +1.0    MM
2024 07 09 16 50 230  1.0  2.0   1.0    13   5.6 193 1011.7  13.0    MM  13.0   MM   MM    MM
2024 07 09 16 40 240  1.0  2.0    MM    MM    MM  MM 1011.7  13.0    MM  13.0   MM   MM    MM
2024 07 09 16 30 230  2.0  2.0    MM    MM    MM  MM 1011.7  12.9    MM  12.9   MM   MM    MM
2024 07 09 16 20 230  2.0  2.0   1.1    13   5.8 181 1011.7  12.8    MM  12.8   MM   MM    MM
2024 07 09 16 10 230  2.0  2.0   1.1    MM   5.8 181 1011.7  12.8    MM  12.8   MM   MM    MM
2024 07 09 16 00 230  2.0  2.0    MM    MM    MM  MM 1011.6  12.8    MM  12.8   MM +1.1    MM
2024 07 09 15 50 220  2.0  2.0   1.0    12   5.4 195 1011.6  12.7    MM  12.7   MM   MM    MM
2024 07 09 15 40 220  2.0  2.0    MM    MM    MM  MM 1011.5  12.7    MM  12.7   MM   MM    MM
2024 07 09 15 30 220  1.0  2.0    MM    MM    MM  MM 1011.4  12.7    MM  12.7   MM   MM    MM
2024 07 09 15 20 230  1.0  2.0   1.0    13   5.5 194 1011.4  12.6    MM  12.6   MM   MM    MM
2024 07 09 15 10 240  1.0  2.0   1.0    MM   5.5 194 1011.3  12.6    MM  12.6   MM   MM    MM
2024 07 09 15 00 240  1.0  1.0    MM    MM    MM  MM 1011.2  12.6    MM  12.6   MM +1.1    MM
2024 07 09 14 50 250  1.0  2.0   1.0    13   5.6 177 1011.1  12.6    MM  12.6   MM   MM    MM
2024 07 09 14 40 250  1.0  2.0    MM    MM    MM  MM 1011.2  12.6    MM  12.6   MM   MM    MM
2024 07 09 14 30 260  1.0  2.0    MM    MM    MM  MM 1011.0  12.6    MM  12.6   MM   MM    MM
2024 07 09 14 20 260  2.0  2.0   1.0    12   5.5 185 1010.9  12.6    MM  12.6   MM   MM    MM
2024 07 09 14 10 270  2.0  2.0   1.0    MM   5.5 185 1010.9  12.6    MM  12.6   MM   MM    MM
2024 07 09 14 00 260  2.0  2.0    MM    MM    MM  MM 1010.9  12.6    MM  12.6   MM +1.0    MM
2024 07 09 13 50 260  2.0  3.0   1.0    12   5.3 171 1010.8  12.6    MM  12.6   MM   MM    MM
2024 07 09 13 40 260  2.0  3.0    MM    MM    MM  MM 1010.8  12.6    MM  12.6   MM   MM    MM
2024 07 09 13 30 260  2.0  3.0    MM    MM    MM  MM 1010.8  12.6    MM  12.6   MM   MM    MM
2024 07 09 13 20 260  2.0  3.0   1.1    13   5.7 184 1010.7  12.6    MM  12.6   MM   MM    MM
2024 07 09 13 10 260  3.0  3.0   1.1    MM   5.7 184 1010.6  12.6    MM  12.6   MM   MM    MM
2024 07 09 13 00 260  2.0  3.0    MM    MM    MM  MM 1010.6  12.5    MM  12.5   MM +0.7    MM
2024 07 09 12 50 260  2.0  3.0   1.1    12   5.6 170 1010.6  12.5    MM  12.5   MM   MM    MM
2024 07 09 12 40 260  2.0  3.0    MM    MM    MM  MM 1010.5  12.6    MM  12.6   MM   MM    MM
2024 07 09 12 30 270  2.0  3.0    MM    MM    MM  MM 1010.4  12.6    MM  12.6   MM   MM    MM
2024 07 09 12 20 270  3.0  3.0   1.1    13   5.5 181 1010.3  12.6    MM  12.6   MM   MM    MM
2024 07 09 12 10 270  3.0  3.0   1.1    MM   5.5 181 1010.2  12.6    MM  12.6   MM   MM    MM
2024 07 09 12 00 280  3.0  4.0    MM    MM    MM  MM 1010.1  12.6    MM  12.6   MM -0.0    MM
2024 07 09 11 50 280  3.0  4.0   1.0    13   5.1 195 1010.0  12.6    MM  12.6   MM   MM    MM
2024 07 09 11 40 280  3.0  4.0    MM    MM    MM  MM 1010.0  12.7    MM  12.7   MM   MM    MM
2024 07 09 11 30 290  3.0  4.0    MM    MM    MM  MM 1010.0  12.8    MM  12.8   MM   MM    MM
2024 07 09 11 20 290  4.0  4.0   1.0    12   5.1 184 1009.9  12.8    MM  12.8   MM   MM    MM
2024 07 09 11 10 290  4.0  4.0   1.0    MM   5.1 184 1009.9  12.8    MM  12.8   MM   MM    MM
2024 07 09 11 00 280  3.0  4.0    MM    MM    MM  MM 1009.8  12.8    MM  12.8   MM -0.3    MM
2024 07 09 10 50 280  3.0  5.0   1.0    14   5.2 211 1009.9  12.8    MM  12.8   MM   MM    MM
2024 07 09 10 40 280  4.0  5.0    MM    MM    MM  MM 1009.8  12.7    MM  12.7   MM   MM    MM
2024 07 09 10 30 280  4.0  5.0    MM    MM    MM  MM 1009.8  12.7    MM  12.7   MM   MM    MM
2024 07 09 10 20 280  4.0  5.0   1.0    14   5.3 193 1009.9  12.8    MM  12.8   MM   MM    MM
2024 07 09 10 10 280  4.0  5.0   1.0    MM   5.3 193 1010.0  12.8    MM  12.8   MM   MM    MM
2024 07 09 10 00 280  4.0  5.0    MM    MM    MM  MM 1009.9  12.7    MM  12.7   MM -0.4    MM
2024 07 09 09 50 280  4.0  5.0   1.1    13   5.3 181 1009.9  12.7    MM  12.7   MM   MM    MM
2024 07 09 09 40 280  4.0  5.0    MM    MM    MM  MM 1009.9  12.7    MM  12.7   MM   MM    MM
2024 07 09 09 30 280  4.0  5.0    MM    MM    MM  MM 1009.9  12.7    MM  12.7   MM   MM    MM
2024 07 09 09 20 280  4.0  5.0   1.1    12   5.0 193 1010.0  12.7    MM  12.7   MM   MM    MM
2024 07 09 09 10 280  4.0  5.0   1.1    MM   5.0 193 1010.0  12.7    MM  12.7   MM   MM    MM
2024 07 09 09 00 280  4.0  5.0    MM    MM    MM  MM 1010.1  12.7    MM  12.7   MM +0.0    MM
2024 07 09 08 50 290  4.0  5.0   1.1    13   5.1 168 1010.1  12.7    MM  12.7   MM   MM    MM
2024 07 09 08 40 290  4.0  5.0    MM    MM    MM  MM 1010.1  12.8    MM  12.8   MM   MM    MM
2024 07 09 08 30 290  4.0  5.0    MM    MM    MM  MM 1010.1  12.8    MM  12.8   MM   MM    MM
2024 07 09 08 20 300  4.0  5.0   1.1    14   4.9 188 1010.0  12.7    MM  12.7   MM   MM    MM
2024 07 09 08 10 300  4.0  5.0   1.1    MM   4.9 188 1010.0  12.6    MM  12.6   MM   MM    MM
2024 07 09 08 00 300  4.0  5.0    MM    MM    MM  MM 1010.1  12.6    MM  12.6   MM +0.0    MM
2024 07 09 07 50 300  4.0  5.0   1.1    13   5.1 187 1010.1  12.6    MM  12.6   MM   MM    MM
2024 07 09 07 40 300  4.0  6.0    MM    MM    MM  MM 1010.3  12.7    MM  12.7   MM   MM    MM
2024 07 09 07 30 300  5.0  6.0    MM    MM    MM  MM 1010.2  12.7    MM  12.7   MM   MM    MM
2024 07 09 07 20 300  5.0  6.0   1.1    12   4.9 188 1010.2  12.7    MM  12.7   MM   MM    MM
2024 07 09 07 10 300  5.0  7.0   1.1    MM   4.9 188 1010.3  12.8    MM  12.8   MM   MM    MM
2024 07 09 07 00 300  6.0  7.0    MM    MM    MM  MM 1010.2  12.9    MM  12.9   MM +0.0    MM
2024 07 09 06 50 300  6.0  7.0   1.1    14   4.8 193 1010.3  12.8    MM  12.8   MM   MM    MM
2024 07 09 06 40 300  6.0  7.0    MM    MM    MM  MM 1010.2  12.8    MM  12.8   MM   MM    MM
2024 07 09 06 30 300  6.0  7.0    MM    MM    MM  MM 1010.2  12.8    MM  12.8   MM   MM    MM
2024 07 09 06 20 300  6.0  8.0   1.1    14   4.7 182 1010.1  12.8    MM  12.8   MM   MM    MM
2024 07 09 06 10 300  5.0  7.0   1.1    MM   4.7 182 1010.1  12.8    MM  12.8   MM   MM    MM
2024 07 09 06 00 300  5.0  7.0    MM    MM    MM  MM 1010.2  12.9    MM  12.9   MM +0.0    MM
2024 07 09 05 50 300  6.0  7.0   1.2    13   4.9 186 1010.2  12.9    MM  12.9   MM   MM    MM
2024 07 09 05 40 300  6.0  8.0    MM    MM    MM  MM 1010.3  12.9    MM  12.9   MM   MM    MM
2024 07 09 05 30 300  6.0  8.0    MM    MM    MM  MM 1010.3  12.9    MM  12.9   MM   MM    MM
2024 07 09 05 20 310  5.0  7.0   1.1    14   4.9 182 1010.3  12.8    MM  12.8   MM   MM    MM
2024 07 09 05 10 300  5.0  7.0   1.1    MM   4.9 182 1010.3  12.8    MM  12.8   MM   MM    MM
2024 07 09 05 00 300  6.0  7.0    MM    MM    MM  MM 1010.2  12.8    MM  12.8   MM +0.4    MM
2024 07 09 04 50 300  6.0  7.0   1.1    14   4.9 178 1010.2  12.8    MM  12.8   MM   MM    MM
2024 07 09 04 40 300  6.0  7.0    MM    MM    MM  MM 1010.2  12.9    MM  12.9   MM   MM    MM
2024 07 09 04 30 300  5.0  7.0    MM    MM    MM  MM 1010.2  13.0    MM  13.0   MM   MM    MM
2024 07 09 04 20 300  6.0  7.0   1.1    13   5.1 194 1010.2  13.1    MM  13.1   MM   MM    MM
2024 07 09 04 10 300  5.0  6.0   1.1    MM   5.1 194 1010.1  13.1    MM  13.1   MM   MM    MM
2024 07 09 04 00 300  5.0  7.0    MM    MM    MM  MM 1010.1  13.1    MM  13.1   MM +0.3    MM
2024 07 09 03 50 300  6.0  7.0   1.1    13   5.3 196 1010.1  13.2    MM  13.2   MM   MM    MM
2024 07 09 03 40 310  6.0  7.0    MM    MM    MM  MM 1010.0  13.2    MM  13.2   MM   MM    MM
2024 07 09 03 30 300  6.0  7.0    MM    MM    MM  MM 1010.1  13.2    MM  13.2   MM   MM    MM
2024 07 09 03 20 300  6.0  7.0   1.1    12   5.2 197 1010.0  13.2    MM  13.2   MM   MM    MM
2024 07 09 03 10 290  5.0  6.0   1.1    MM   5.2 197 1009.9  13.1    MM  13.1   MM   MM    MM
2024 07 09 03 00 290  5.0  6.0    MM    MM    MM  MM 1009.9  13.1    MM  13.1   MM -0.0    MM
2024 07 09 02 50 300  5.0  6.0   1.0    12   5.4 204 1010.0  13.1    MM  13.1   MM   MM    MM
2024 07 09 02 40 290  5.0  6.0    MM    MM    MM  MM 1010.0  12.9    MM  12.9   MM   MM    MM
2024 07 09 02 30 290  5.0  6.0    MM    MM    MM  MM 1010.0  12.9    MM  12.9   MM   MM    MM
2024 07 09 02 20 300  5.0  6.0   1.1    13   5.6 197 1009.8  12.9    MM  12.9   MM   MM    MM
2024 07 09 02 10 300  6.0  7.0   1.1    MM   5.6 197 1009.8  13.1    MM  13.1   MM   MM    MM
2024 07 09 02 00 300  5.0  7.0    MM    MM    MM  MM 1009.8  13.1    MM  13.1   MM -0.5    MM
2024 07 09 01 50 300  5.0  6.0   1.1    14   5.6 195 1009.8  13.1    MM  13.1   MM   MM    MM
2024 07 09 01 40 300  5.0  7.0    MM    MM    MM  MM 1009.8  13.1    MM  13.1   MM   MM    MM
2024 07 09 01 30 310  5.0  7.0    MM    MM    MM  MM 1009.8  13.1    MM  13.1   MM   MM    MM
2024 07 09 01 20 300  4.0  5.0   1.1     6   5.5 296 1009.8  13.0    MM  13.0   MM   MM    MM
2024 07 09 01 10 300  5.0  6.0   1.1    MM   5.5 296 1009.7  12.9    MM  12.8   MM   MM    MM
2024 07 09 01 00 290  4.0  5.0    MM    MM    MM  MM 1009.7  12.8    MM  12.7   MM -0.9    MM
2024 07 09 00 50 280  4.0  5.0   1.0    14   5.6 161 1009.8  12.6    MM  12.5   MM   MM    MM
2024 07 09 00 40 290  4.0  5.0    MM    MM    MM  MM 1009.8  12.5    MM  12.4   MM   MM    MM
2024 07 09 00 30 290  4.0  5.0    MM    MM    MM  MM 1010.0  12.5    MM  12.4   MM   MM    MM
2024 07 09 00 20 290  4.0  6.0   1.0    14   5.4 193 1010.0  12.5    MM  12.4   MM   MM    MM
2024 07 09 00 10 310  5.0  6.0   1.0    MM   5.4 193 1010.0  12.8    MM  12.7   MM   MM    MM
2024 07 09 00 00 310  4.0  6.0    MM    MM    MM  MM 1010.2  12.7    MM  12.6   MM -0.6    MM
2024 07 08 23 50 310  4.0  5.0   1.0    13   5.5 203 1010.2  12.6    MM  12.5   MM   MM    MM
2024 07 08 23 40 320  4.0  5.0    MM    MM    MM  MM 1010.3  12.6    MM  12.5   MM   MM    MM
2024 07 08 23 30 320  5.0  6.0    MM    MM    MM  MM 1010.3  12.5    MM  12.4   MM   MM    MM
2024 07 08 23 20 320  6.0  8.0   1.0    13   5.6 183 1010.1  12.5    MM  12.4   MM   MM    MM
2024 07 08 23 10 320  6.0  8.0   1.0    MM   5.6 183 1010.1  12.4    MM  12.3   MM   MM    MM
2024 07 08 23 00 320  6.0  7.0    MM    MM    MM  MM 1010.3  12.4    MM  12.3   MM -0.8    MM
2024 07 08 22 50 310  6.0  7.0   1.0    14   5.7 192 1010.3  12.4    MM  12.3   MM   MM    MM
2024 07 08 22 40 310  5.0  7.0    MM    MM    MM  MM 1010.5  12.5    MM  12.3   MM   MM    MM
2024 07 08 22 30 310  5.0  6.0    MM    MM    MM  MM 1010.4  12.6    MM  12.5   MM   MM    MM
2024 07 08 22 20 310  4.0  6.0   1.0    13   5.9 208 1010.3  12.7    MM  12.5   MM   MM    MM
2024 07 08 22 10 310  4.0  5.0    MM    MM    MM  MM 1010.4  12.7    MM  12.6   MM   MM    MM
2024 07 08 22 00 310  4.0  5.0    MM    MM    MM  MM 1010.6  12.7    MM  12.6   MM -0.9    MM
2024 07 08 21 50 310  4.0  6.0   1.0    13   5.9 197 1010.6  12.8    MM  12.6   MM   MM    MM
2024 07 08 21 40 310  5.0  6.0   1.0    MM   5.9 197 1010.6  12.9    MM  12.7   MM   MM    MM
2024 07 08 21 30 310  4.0  5.0    MM    MM    MM  MM 1010.6  13.1    MM  12.9   MM   MM    MM
2024 07 08 21 20 300  3.0  4.0   1.0    14   6.3 192 1010.6  13.2    MM  13.0   MM   MM    MM
2024 07 08 21 10 300  2.0  3.0   1.0    MM   6.3 192 1010.7  13.3    MM  13.0   MM   MM    MM
2024 07 08 21 00 290  3.0  4.0    MM    MM    MM  MM 1010.7  13.3    MM  13.0   MM +0.0    MM
2024 07 08 20 50 290  3.0  4.0   1.1    14   6.2 177 1010.8  13.3    MM  12.9   MM   MM    MM
